IDN,MAY_21,JUN,JUL,AUG,SEP,NOV,DECE,JAN,FEB,MAR,APR,MAY
E2758236540,3291.19728000,3316.53119000,3327.96233000,3304.82040000,3315.96475000,3309.38643000,3295.05645000,3311.54152000,3334.50733000,3405.95850000,3508.10215000,3458.75285000
D1291673710,241235.66053935,289841.13649750,290840.13648250,288817.69710000,289791.63368750,289216.73550750,287964.39761250,289405.07498000,291412.12273250,297656.44462500,306583.07003750,302270.29371250
H2712595860,856187.69419559,844543.89069200,890739.08419819,940362.26111483,905421.17670000,903222.67195266,1022213.15228515,1289753.94844800,1322764.03147350,1341545.84007096,1502611.53838000,1406909.64925870
N2733621950,109112.64678270,119870.30651050,120283.46537350,119447.04018000,117424.58147875,47221.05096030,43184.70256901,43272.38611920,43572.48363930,44506.14628500,45840.87195150,45196.01759850
A1225137580,198799.37856000,200329.63188000,201020.11116000,199622.26080000,200295.41700000,199898.06436000,199032.48540000,200028.23904000,201415.45116000,205731.34200000,211901.16180000,208920.29820000
N2701605800,498132.38832000,501966.75011000,503696.88677000,500194.28760000,501881.01775000,500885.36967000,498716.48505000,501211.54888000,504687.49177000,515501.83650000,530961.57835000,523492.41665000
Y2223188530,19996269.67725935,20827460.97667000,20882087.12869000,20771498.45720000,18346374.39412875,22311038.30344466,27504686.04620000,27622625.50112000,27786930.23948000,25483507.12287096,28373423.89984850,47201860.96581553
A2702532960,217836.39877161,325375.86374766,508313.09258257,542712.60720000,544542.71550000,543462.43374000,541109.18610000,543816.33936000,547587.74994000,581295.27880645,926905.44370000,913866.44630000
A2754857120,10290868.03225806,9250187.00000000,9250187.00000000,9250187.00000000,9250187.00000000,9250187.00000000,9250187.00000000,9250187.00000000,9250187.00000000,9250187.00000000,9250187.00000000,9250187.00000000
A2741268000,153464.01526709,193301.88824000,218687.33200258,258897.79840000,255384.76600000,223027.41528000,246038.98464000,246213.64326400,246456.96505600,247213.98720000,248296.19488000,247773.34112000
H1738945980,339641.20125847,469043.62859690,472243.34860655,396537.40874205,294181.52517250,265320.74068530,264171.87487950,251256.31415920,373114.27737430,428764.09453500,368036.55898855,18732.95796774
F1515342090,2054.65636645,9169.23329000,18185.16255032,21161.95920000,21233.32050000,21191.19714000,21099.43710000,21204.99696000,21352.05534000,33573.01950000,34579.86405000,34093.42095000
T1770275870,345718.14856800,379965.31683483,444664.70791050,441572.60574000,443061.65478750,442182.69449550,457196.21026359,444119.86390800,577676.26452222,742831.00856369,783759.54645800,928698.20482788
P1222069790,241820.02872000,243681.43243500,150071.79547338,61097.52000000,61303.55000000,61181.93400000,60917.01000000,61221.77600000,61646.35400000,62967.30000000,64855.67000000,63943.33000000
L2738649700,3552.83363520,3580.18148460,3592.52135220,3567.53973600,3579.57001500,3572.46874620,3556.99959300,3574.79515680,3599.58665220,3676.71789000,3786.98153100,3733.70916900
E2799030880,795414.34606080,844767.59440990,934438.40707030,927940.52456400,931069.67917250,929222.59250130,925198.96411950,929827.70718320,936276.13802030,1045495.09852693,1243813.53640150,1226316.51814850
A2739978190,3527.11251360,3554.26237530,3566.51290710,3541.71214800,3553.65533250,3546.60547410,3531.24831150,3548.91504240,3573.52705710,3650.09989500,3759.56527050,3706.67857950
A2754522140,1575453.89878709,1741995.01420000,1802113.75349999,2143742.37120000,2149277.81760000,2173935.71520000,2166890.60160000,2178703.87200000,2211906.58560000,2246041.00800000,2219340.32640000,2169904.95360000
A2780996880,57908.59328000,58237.29544000,58385.61208000,56640.27169029,73675.72100000,59374.28595000,59117.18925000,59412.95080000,59824.98445000,81548.19314516,90134.64137500,104213.09532500
F1718986660,6667.00000000,6667.00000000,6667.00000000,6667.00000000,6667.00000000,6667.00000000,6667.00000000,6667.00000000,6666.99999999,6667.00000000,6667.00000000,6667.00000000
R2790218440,708599.19952320,714053.62440860,716514.76422020,711532.27557600,713931.66911500,761720.23241444,893149.41757650,897617.81770640,903842.87033810,923210.23834500,950897.03002550,937520.53732450
H2728575820,7539.68777806,11776.47272550,11817.06287850,11734.88958000,11774.46138750,11751.10282350,11700.21935250,11758.75520400,11840.30312850,12094.01482500,12456.71061750,12281.47913250
A2727214730,734260.54605738,1569973.21751993,1721388.79485320,1709418.62961600,1715183.04559000,1711780.40901720,1704368.22565800,1712895.12950080,1724774.19665320,1761732.32034000,1882664.58538600,1856180.69881400
Y1729182110,640867.21597935,2408905.14769594,2784298.01395020,3929179.41489212,5559893.70086500,2768756.71980420,2756767.72146300,2770559.74886880,2789773.80625020,2904914.36182064,3664748.63934800,3613195.75625200
S2779494300,51975.70967741,69967.13333333,76300.54838709,75698.03225806,75575.00000000,76331.06666666,78308.45161289,43668.67741933,42968.99999999,43743.19354838,43969.00000000,44710.93548387
G2793979280,313666.65648000,314737.28029000,315220.36603000,314242.37640000,314713.34225000,314435.33913000,313829.74695000,314526.41432000,315496.96103000,318516.52350000,322833.16565000,320747.63935000
A2251368020,138681.09681600,377776.31334940,421159.22607550,511337.10458516,564442.68378750,475227.19609875,422387.47152000,424500.66355200,427444.61020800,436603.80960000,350574.37620000,296778.43362000
E1730713550,1778.00000000,1778.00000000,1778.00000000,1778.00000000,1778.00000000,1778.00000000,1778.00000000,1778.00000000,1778.00000000,1778.00000000,1778.00000000,1778.00000000
F1772053310,343361.36046967,332517.08931000,333663.18117000,331342.95960000,332460.29775000,331800.75207000,330364.02105000,332016.82248000,334319.38617000,341483.11650000,351724.09035000,346776.30465000
F2773253390,56405.00000000,56405.00000000,89022.03225806,183237.00000000,183237.00000000,183237.00000000,183237.00000000,183237.00000000,183237.00000000,183237.00000000,183237.00000000,183237.00000000
A2743301740,4858.73146838,30356.01489200,30460.64344400,30248.82672000,30350.83030000,30290.61932400,30159.45786000,30310.34473600,30520.54944400,31174.53780000,32109.45262000,31657.76138000
P2721976110,581605.37710358,620928.77299460,623068.93792220,618736.25133600,620822.72276500,619591.11421620,675391.23087687,680729.37983680,685450.29349720,700137.98814000,721134.91150600,710990.53669400
E1777591600,110241.28032000,111089.85986000,111472.75502000,110697.59760000,111070.88650000,110850.54042000,110370.54630000,110922.72688000,111691.98502000,114085.29900000,117506.68210000,115853.68790000
F1512429820,2054.65636645,9169.23329000,18185.16255032,21161.95920000,30057.31633333,31758.98574000,31621.46610000,31779.66736000,35854.91053237,66498.90688500,68493.18869150,67529.67885850
T1790200900,137148.89236800,138204.59258900,138680.94452300,137716.58724000,138180.98822500,137906.86023300,137309.70949500,137996.66591200,138953.68402300,141931.15635000,146187.62816500,144131.17233500
F1744690370,1672.42604640,1685.29950470,1691.10825290,1679.34865200,1685.01166750,1681.66888590,1674.38708850,1682.76399760,1694.43410290,1730.74210500,1782.64652950,1757.56962050
J1770024010,228473.25575040,230231.92300920,231025.46698440,229418.96587200,230192.60103000,256016.35902240,254907.78213600,219368.55715040,627311.42247580,909563.94571000,919762.80890900,931641.04581035
H1793826060,341578.70741760,344208.00110480,345394.38821360,342992.59036800,344149.21282000,343466.47828560,341979.23348400,343690.14547840,346073.66461360,353489.26332000,364090.29782800,358968.55377200
F2705935470,9873.59184000,9949.59357000,9983.88699000,9914.46120000,9947.89425000,9928.15929000,9885.16935000,9934.62456000,10003.52199000,10217.87550000,10524.30645000,10376.25855000
F1704265920,607.00000000,607.00000000,607.00000000,607.00000000,607.00000000,607.00000000,607.00000000,607.00000000,607.00000000,607.00000000,1407.00000000,2348.93548387
L2720426020,578769.48739200,583224.55126600,585234.76046200,581165.16456000,583124.94065000,344843.62800000,343350.42000000,345068.19200000,347461.26800000,354906.60000000,365550.14000000,360407.86000000
H2775006380,32876.01854400,33129.08088700,33243.26740900,33012.10092000,33123.42267500,33057.71133900,32914.56808500,33079.23869600,33308.64590900,34022.37705000,35042.69769500,34549.74380500
F2769080590,66208.00000000,66208.00000000,66208.00000000,66208.00000000,66208.00000000,144051.07242680,170539.45544500,172964.64843845,183502.87536728,183391.07888225,150077.12681500,166837.15933016
F2709673280,16870.84320000,17000.70610000,17059.30270000,16940.67600000,16997.80250000,16964.08170000,22658.55213666,29282.17081254,31977.21315420,35727.39617709,40129.58974098,45912.87989448
A2775617100,1040483.60461161,664853.02355500,667144.58288500,662505.40380000,664739.47137500,663420.73933500,660548.06002500,663852.76244000,668456.63538500,682780.19325000,703256.56167500,693363.68582500
U1790796650,35461.78083096,37568.77348000,37698.26236000,42914.73679354,67601.09650000,141039.41658996,309154.54031903,347502.52062400,382225.80864600,434517.11759515,482240.23025500,526470.84445660
A2792874560,790313.80214709,735712.52398000,620926.14155354,520661.95680000,522417.70700000,1298087.63828820,2055617.70611129,2314155.30472000,2330204.16013000,2380135.31850000,2451514.84615000,2417028.80885000
A1729645530,1289787.30205920,1299715.40804910,1304195.15750370,1295126.06655600,1299493.42587750,1296915.44805270,1291299.67219050,1297760.00627280,1444331.02184745,1897844.58724887,1967046.23403350,872699.69294257
A1709275880,618899.00000000,618899.00000000,618899.00000000,618899.00000000,618899.00000000,618899.00000000,705405.08432967,788133.25345723,914468.85985960,916407.21602000,919178.21015800,917839.44244200
F1727053010,72898.29040000,72322.41680000,72623.59400000,72112.07880000,72298.28240000,73127.73480000,72890.74839999,73288.12800000,74405.01440000,75553.24200000,74655.07360000,72992.14640000
A1792711150,596840.64960000,601434.81580000,603507.79060000,599311.12800000,601332.09500000,600139.15260000,885428.88326380,909812.36064320,916121.98342280,935752.46586000,963815.39509400,950257.17670600
M1797556590,4797384.88041398,6294227.27090304,6339208.07826790,6295126.59685200,6316354.70779250,6303824.11545090,6276527.91556350,6958123.31155760,7704728.60870790,7869824.02435500,8105837.63130450,7991810.90234550
L1717092130,505937.50415520,509831.94563210,511589.19138470,430629.57406180,499702.01093050,545903.31480690,543539.49790350,546258.80994160,550047.15925390,561833.46205500,578682.67513450,570542.20951550
G2722545940,2863059.29201600,2864880.89366553,2840920.63570000,2827532.27198000,2759206.86480550,2768267.78196200,2836480.83278483,2923840.15182800,2963490.61776525,3924599.39435241,3642957.50958250,3486264.84066750
Y2723479140,412849.42838709,419276.43044000,420721.55708000,425760.12859354,468749.23550000,352282.79497500,393108.54135000,395075.25176000,475048.20497750,511523.44800000,526863.87920000,519452.36080000
P1728563490,542845.37765280,547023.91657690,548909.35247830,545092.35560400,546930.48877250,545845.47006930,543481.90363950,546200.92753520,549988.87542830,561773.92933500,578621.35704650,570481.75400350
F2788028780,452591.09010000,455782.34880000,456917.63940000,453182.86350000,454386.72870000,452721.88980000,450885.61440000,453472.40070000,455755.68090000,464215.75470000,477032.85540000,470303.65530000
H1792635070,928639.79938560,935787.98136880,931185.18631769,748178.50536193,1033995.27444500,953239.18989340,954376.47014748,1004205.20800320,1011169.45286280,1032836.59386000,1053685.07157720,779572.43961348
A2797228500,28927.96466400,29150.63695950,29251.11091650,29047.70502000,29145.65823750,29087.83812150,28961.88482250,29106.78027600,29308.63816650,29936.65792500,30834.44910750,30400.69364250
F2737256860,43421.67840000,43755.91570000,43906.72990000,43601.41199999,43748.44250000,43661.65290000,43472.59350000,43690.08560000,43993.07990000,44935.75500000,46283.36450000,45632.28550000
H1777025450,193469.85153600,194959.08095300,195631.04947100,194270.67348000,194925.78332500,194539.08314100,193696.70911500,194665.76802400,196015.79097100,200215.97895000,206220.39470500,203319.44379500
A1730809400,734720.31445159,977819.30085000,735160.32045322,626606.29276412,1097055.07826833,1111398.30851928,1057347.79703225,764625.87040000,543945.01084000,564740.97251612,864113.36320000,851957.67680000
R2754869190,88803.44365935,110963.88741480,111346.34838360,110572.06996800,110944.93557000,110724.83935560,110245.38953400,110796.94395840,111565.32978360,113955.92982000,130457.14089853,246862.99510574
A1764072590,747602.09986080,843223.03845570,998856.17441333,1280042.99704566,1335919.15933000,1454959.78566240,1448659.66173600,1455907.26319360,1471306.78584615,1623686.67110609,1836587.87463450,1810752.16001550
A1775472620,169469.83251360,170774.32237530,134372.99697232,66651.84000000,66876.60000000,66743.92800000,66454.92000000,66787.39200000,67250.56800000,108109.05593806,140673.12742400,195556.92980180
R2721642870,75555.10327200,76136.68681850,76399.10832950,75867.84546000,76123.68321250,75972.66654450,75643.69716750,76022.14034800,76549.36007950,78189.64477500,80534.52822250,79401.63002750
F1794260680,1943050.96560000,1958007.55255000,1964756.24785000,1951093.75800000,1957673.13875000,1953789.44235000,1945329.33525000,1955061.76040000,1968620.27285000,2010803.48250000,2071106.86175000,2041972.11325000
D2777629550,42260.07936000,58289.84721490,118588.53208392,145709.62998038,256207.59843000,431840.25935240,483193.71438788,482027.05006400,484431.76079375,495673.96922903,486977.64215000,484643.93716000
A2783343480,3540.11136000,3567.36128000,3579.65696000,3554.76480000,3566.75200000,3559.67616000,3673.29465806,7336.18778838,12943.83981714,18631.29393547,27440.08746665,41688.08113547
J1721455310,214063.06651680,215710.81169890,240416.62665271,353779.27689677,536825.99181750,1114929.10866043,1365742.85765535,1908172.41509440,2292051.55188020,2837911.09794193,2616464.98380720,2483159.29138750
F2756100480,262586.93041440,156890.78399376,260988.47676603,233464.64297419,200755.19362500,200356.92886500,199489.36297500,200487.40236000,201877.79881500,275587.65239516,335465.95307500,330746.87442500
A2729068360,1664976.60112800,1866686.72688330,2128255.23012883,2402461.40706000,2410562.86721250,2812455.63806400,2015435.43504144,1999226.31476400,2013091.11199350,2934669.10703129,2967802.73089633,2441611.53141700
O2229337050,2449754.61084665,3704945.86088486,4619735.32481093,4801964.03101122,5299716.16735583,5394998.74544610,5371637.85189150,5398511.99725040,5435951.11738910,5113352.61637500,5266700.49186250,5192612.57438750
E2223469570,8052342.83088000,6279220.83123860,7643162.83582534,3673227.71322038,8546823.33106816,6622303.33569150,6177842.41295617,10188883.58682880,12585933.47343420,18211103.69754000,18757249.10776600,18493386.46243400
Q2722385780,137690.41877760,138750.28738480,139228.52017360,138260.35516800,138726.58982000,138451.37944560,137851.87088400,138541.53971840,139502.33657360,142491.56532000,146764.84362800,144700.26797200
N2733500590,89609.06880000,90298.83240000,102220.49650645,149550.06600000,150054.37125000,149756.68845000,212972.83400806,252291.34817600,335574.73010600,342765.35970000,353044.78763000,348078.42337000
F1786403620,87064.25806451,97749.00000000,97749.00000000,97749.00000000,97749.00000000,97749.00000000,97749.00000000,97749.00000000,97749.00000000,97749.00000000,97749.00000000,97749.00000000
L1757538300,147550.73520000,148686.50335000,344140.62418893,496636.74564000,689227.17442250,567186.46097771,468587.48569500,290605.85663200,292621.23190300,298891.46235000,307855.12556500,303524.45493500
T2725344420,91503.29602714,114027.91631420,137360.33256972,167946.52927200,169909.10494833,231815.19612940,249832.28762100,251082.19116960,252823.46660340,279051.51865258,292564.51696700,288448.94293300
D2229552490,57757.61272722,138789.86279900,139268.23199300,138299.79084000,138766.15847500,138490.86960300,137891.19004500,138581.05559200,139542.12649300,142532.20785000,146806.70501500,144741.54048500
E1734873220,70649.28332640,71193.10444470,71438.48683290,70941.71905200,71180.94516750,71039.73406590,70732.12478850,71085.99551760,71578.98268290,73112.76310500,75305.39242950,74246.05372050
T2272311730,1764319.70273600,1776245.20255300,1782442.97667100,1770038.78148000,1775924.67932500,1773817.90634100,1766253.07311500,1775137.20482400,1788333.99417100,1826004.59895000,1876159.63470500,1848875.20379500
F2707240310,205123.73219040,206702.66706670,207415.11238690,205972.79257200,206667.36371750,129056.89347990,175459.54079850,176337.35969360,192100.80716090,204468.27520500,210600.21601950,207637.65313050
T2799563940,52905.03225806,320769.46666666,373060.00000000,373060.00000000,373060.00000000,373060.00000000,373060.00000000,373060.00000000,373060.00000000,373060.00000000,373060.00000000,373060.00000000
U1799739740,4051.76808000,28768.35332233,61259.67633500,60833.68980000,61038.83012500,66046.59300225,77676.11013750,78871.17303290,80356.10661750,84129.17255241,88631.68254583,89922.10881169
N1727371370,121707.92227200,171009.26655960,189246.39569000,187930.41720000,158935.02642500,61460.03370000,61193.90550000,61500.05680000,61926.56470000,63253.51500000,65150.46850000,64233.98150000
D1793188780,20114.00000000,20114.00000000,20114.00000000,20114.00000000,20114.00000000,20114.00000000,20114.00000000,20114.00000000,20114.00000000,20114.00000000,20114.00000000,20114.00000000
F2713241170,100147.00000000,100147.00000000,100147.00000000,100147.00000000,100147.00000000,100147.00000000,100147.00000000,100147.00000000,100147.00000000,147652.29032258,161508.00000000,161508.00000000
F2752402270,24252.29656505,54518.19876160,54706.10749119,54325.69305600,54508.88744000,54400.75091520,54165.19012800,54855.53181150,56242.26771977,62633.39473032,70867.30337600,85178.66446916
N2750760330,341072.75741137,366010.84037340,367354.68865380,364454.72444206,365570.18091000,366387.85966680,364927.70380200,366805.30067520,370314.35875080,377541.89046000,383846.42933400,377475.02046600
F2710437630,3222.50056258,19005.86041946,24375.22661200,24205.72656000,24287.35190000,28541.18681120,62666.98956000,62980.51065600,63417.28562400,64776.17880000,66718.79652000,65780.24748000
T2729212400,688385.71680000,693684.54890000,696075.48230000,691235.12400000,693566.07250000,159860.97755000,163413.00556451,604708.66680000,672365.57465000,686772.89250000,701487.77067500,750462.17300000
AC278003370,199269.54960000,200803.42205000,201495.53435000,200094.37800000,200769.12625000,200370.83385000,199503.20775000,200501.31640000,201891.80935000,206217.90750000,212402.31925000,209414.40575000
F2738976050,26944.74193548,35748.00000000,35748.00000000,35748.00000000,35748.00000000,30477.50000000,67854.80645161,89443.41935483,105408.92857142,105970.29145160,101434.09994000,143901.55765000
F1795922350,2423587.71574296,2438503.24695600,2446908.07429200,2429892.80496000,2438086.76790000,2433250.01113200,2422713.79098000,2434834.55644800,2451720.33229200,2504255.31540000,2579357.16366000,2543072.73834000
F2798297370,80205.64800000,80823.02900000,81101.60300000,80537.64000000,80809.22500000,80648.91300000,80299.69500000,80701.43200000,81261.10300000,83002.35000000,85491.56500000,84288.93500000
A1714679360,479242.57536000,482931.53328000,484596.06096000,481226.28480000,482849.05200000,481891.16016000,479804.52240000,482204.97024000,485549.10096000,495953.35200000,510826.84080000,503640.91920000
A1709760360,89468.60631700,98931.84669760,74900.03676437,64224.80820735,65492.53303250,65362.60679010,65079.58005150,66633.18097323,64471.86265281,71887.50294338,79396.13032050,91765.54068110
L1754523160,997599.00000000,997599.00000000,997599.00000000,997599.00000000,997599.00000000,997599.00000000,997599.00000000,997599.00000000,997599.00000000,997599.00000000,997599.00000000,997599.00000000
L1770887470,522194.61801909,815632.00725580,675726.16993337,356865.06000000,358068.46249999,357358.11450000,355810.71750000,169966.73120000,175692.10890000,179456.80500000,184838.65950000,182238.49050000
A1521849150,186017.75379612,198804.72925500,199229.84278500,198369.21580000,198783.66387500,198539.02223500,312587.24784757,3237602.85846704,3768522.21534860,3780057.06407000,3796546.80875300,3788580.01534700
E1712383480,70525.65600000,71068.52550000,71313.47850000,70817.58000000,71056.38750000,70915.42350000,70608.35250000,70961.60400000,71453.72850000,92373.58306451,99936.69150000,98530.85850000
U2729377680,444572.11260000,447706.82880000,448822.00440000,445153.40100000,446335.93620000,444700.59480000,442896.85440000,445437.80820000,447680.63340000,455990.81220000,468580.82040000,461970.84780000
H2722894090,1075709.85384000,1083990.10394500,1087726.30961500,1080162.49620000,1083804.96612500,1081654.87816500,1076971.20247500,1082359.25756000,1089865.50711500,1113218.93175000,1146604.02582500,1130474.47667500
D2729627740,133376.18462880,134402.84452490,82659.86339908,95090.85425806,271430.23589033,424779.49336920,422940.15493800,425056.11202880,428003.91076520,437175.09474000,450285.84164600,443951.56455400
B1297921270,555354.96960000,584768.54982000,1416364.16843225,1164095.88619354,479839.60500000,908401.54606200,1122910.93488000,1128528.82508800,1136355.26435200,1160704.86240000,1195514.04496000,1178696.46704000
F2252373220,265750.90494240,267796.51598770,268719.53443390,266850.91693200,267750.77824250,267219.60543690,266062.51735349,267393.62026160,269248.01678390,275017.41055500,283265.09828450,279280.34136550
OC227560628,8135894.16068640,8198520.00559970,8226777.97291790,8169570.73885200,8197119.75654250,8180858.04060090,8145434.09281350,8186185.45875760,8242957.32126790,8419585.79635500,8672086.59010450,8550094.30354550
L2720365450,300512.45210322,286643.05285000,257860.69736935,346670.19522580,351157.88050000,350461.24194000,342405.40245483,252999.98168258,262189.40793999,274239.90461289,287308.81870000,288594.11968709
E1751449250,422841.57113372,502146.79037460,604050.29200161,827168.10291161,883902.76367982,659711.35283650,678761.96911950,618298.45580720,412629.59028830,519985.61606079,356726.52609650,351708.36995350
F2706140500,453078.93984000,466792.93948933,954999.34139500,1298836.07460000,1327180.05962500,1324547.15614500,1318811.73217500,1372089.06828000,1407456.31449500,1566901.91055387,1668369.07016900,1644899.72913100
L1771334790,53981.87152954,54554.37942550,54659.32977850,46626.33422709,43972.92325000,43933.50861000,43847.64915000,36590.03394322,25080.02291000,25508.12950000,26120.13305000,20826.17092740
H2796343690,79162.00000000,79162.00000000,79162.00000000,79162.00000000,79162.00000000,79162.00000000,79162.00000000,79581.35483870,80590.57142857,81645.87096774,82562.00000000,83645.87096774
B1229749110,1283636.24480000,1273495.92160000,1278799.22800000,1269792.16560000,1273070.94880000,1287676.43760000,1283503.44080000,1290500.73600000,1310167.53280000,1330386.20400000,1314570.72320000,1285288.91680000
A1704347500,596902.87812000,601497.52332250,603570.71425750,599373.61410000,601394.79181250,600201.72503250,597602.79048750,600592.57958000,604757.73800750,617716.36837500,636241.49266250,627291.33358750
P2755122890,86732.72832000,87400.35136000,87701.59552000,87091.73760000,87385.42400000,87212.06592000,86834.42880000,87268.85888000,87874.07552000,89757.02400000,92448.80960000,91148.31040000
N1729128130,915692.24356072,1216027.34202110,1405876.43209530,1467532.76853948,1585964.35772250,1747586.72801114,1759684.74727500,1778300.04044000,1868108.55465465,1993328.05324500,2061548.21691983,2109519.60623269
M1721345970,104256.00298080,105058.51099590,105420.61781130,104687.54564400,105040.56774750,9304.93786230,9264.64653450,11730.35212590,14625.56981130,209163.33924191,220045.99676300,219936.73078861
F1253700940,435737.92560000,439092.00755000,440605.43285000,437541.55800000,439017.01375000,438146.07735000,436248.86025000,438431.40040000,441471.95785000,450931.73250000,464455.03675000,457921.43825000
F2774332870,2198900.89815360,2215826.88365780,2212681.12378449,2677015.61040000,2686042.90850000,2680714.24818000,2669106.48270000,2682459.94352000,2701063.02158000,2758940.87100000,2841680.66090000,2801706.06910000
F1713377840,1999834.27574192,2293662.69791000,2298733.80137000,2288467.53560000,2293411.41275000,2290493.12627000,2284136.03405000,2291449.17128000,2301637.30637000,2333334.60650000,2378647.76135000,2356755.33365000
T2750147190,5676134.97349160,6135369.03142332,7041790.57041578,6441696.08036127,6117642.46425966,4749283.96511080,4869424.77512806,3881346.95211200,3402077.33819800,2594018.61766451,2537519.36054000,2501823.47746000
H2798292270,196832.40418560,198347.51676880,199031.16426160,197647.14460800,198313.64042000,197920.21929360,197063.20460400,198049.10599040,199422.59266160,203695.78092000,209804.55486800,206853.18473200
D1779876080,5222.00000000,5222.00000000,5222.00000000,5222.00000000,5222.00000000,5222.00000000,5222.00000000,5222.00000000,5222.00000000,5222.00000000,5222.00000000,5222.00000000
P1724746520,903943.92722400,910902.01333950,914041.63357650,907685.58582000,910746.43773750,908939.66898150,905003.86772250,909531.57531600,915839.25082650,935463.67492500,1175833.78843083,1263957.63130750
Q1723516820,1606294.33950596,220508.63392040,221268.66448280,219730.01006400,220470.97261000,220033.59503880,219080.82718200,220176.88208320,221703.82668280,226454.45286000,233245.75239400,229964.62940600
J1794152750,206701.00000000,514525.29999999,450285.00000000,450285.00000000,486227.13333333,660214.00000000,709350.00000000,475874.96774191,757211.28571428,842723.90322580,795321.00000000,793641.00000000
A1737231920,1509286.50933677,2135697.44630666,671626.82220096,158878.63602580,113815.96658483,1673743.04445000,1666495.56675000,1710525.90063040,2038904.24176780,2157850.36266531,2089704.69680010,2103054.56053550
A2737265570,68648.74569863,61390.10712730,58028.26911700,57324.74814000,57518.05578750,17216.04002820,19989.47915796,22772.83098720,26105.14935380,43922.49850354,24124.54044900,23785.17485100
F2715157480,1645.32206880,1657.98689490,1663.70150430,1652.13248400,1657.70372250,1654.41511530,1647.25132950,1655.49247920,1666.97345430,1702.69303500,1753.75627650,1729.08577350
F1739645440,57706.58088000,58150.77586500,58351.20505500,57945.44340000,58140.84412500,58025.50240500,57774.24607500,58063.28892000,58465.96255500,59718.75975000,61509.70702500,60644.43547500
A2276042940,142272.00000000,142272.00000000,142272.00000000,142272.00000000,142272.00000000,142272.00000000,142272.00000000,142272.00000000,142272.00000000,142272.00000000,142272.00000000,142272.00000000
P2299251750,285908.24371200,288109.01537600,289102.04523200,287091.69216000,288059.80840000,287488.34587200,286243.49208000,287675.55980800,289670.61323200,295877.61840000,304750.89736000,300463.89464000
T2225099040,277954.05600000,280093.60050000,281059.00350000,279104.58000000,280045.76250000,279490.19850000,278279.97750000,279672.20400000,281611.75350000,287646.07500000,296272.49250000,292104.75750000
E1721866150,305416.00000000,305416.00000000,305416.00000000,305416.00000000,305416.00000000,305416.00000000,305416.00000000,305416.00000000,305416.00000000,305416.00000000,305416.00000000,305416.00000000
A2763512230,10498.00000000,10498.00000000,10498.00000000,10498.00000000,10498.00000000,10498.00000000,10498.00000000,10498.00000000,80021.92857142,98983.00000000,98983.00000000,98983.00000000
H1771976560,21007.15285067,26465.26859596,27598.46954178,44319.89016774,45397.69376333,48105.68610600,44036.03118192,50864.16462400,51966.91174600,54088.57124838,56683.26983000,56867.21665387
A1712629610,703979.00000000,703979.00000000,703979.00000000,703979.00000000,703979.00000000,703979.00000000,703979.00000000,703979.00000000,703979.00000000,703979.00000000,703979.00000000,703979.00000000
A1277320290,1027489.30825393,903515.62458920,906629.78604440,900325.27867200,903361.31053000,901569.19263240,897665.30628600,902156.29927360,908412.82664440,927878.11878000,955704.89876200,942260.77263800
E2734530260,464447.49715415,438043.81647389,513126.19757057,648141.13496632,673868.40592750,696724.08686902,706140.97635019,731193.62802080,772295.99574820,863908.64157386,947578.48331100,1091919.80242125
F1707074260,266537.51612900,300854.00000000,300854.00000000,265943.41935483,262203.00000000,264473.80000000,267880.00000000,267880.00000000,263622.25000000,262203.00000000,262203.00000000,262203.00000000
P1722948880,945447.04905289,1041376.85865500,1044966.18858500,861376.93554193,775754.62737500,774215.65981500,770863.22722500,774719.83316000,780092.57826500,796808.24925000,820704.28407500,809159.24342500
L1738351540,604308.07200000,608959.71850000,611058.62950000,450213.47032258,541059.55925000,615156.53640000,612492.84600000,615557.12960000,619826.06840000,633107.58000000,652094.28200000,642921.11800000
P1794854340,349833.50220000,347069.92740000,348515.25450000,346060.53090000,346954.10820000,148175.29080000,147695.09640000,148500.28800000,150763.38240000,153089.98200000,151270.06560000,85877.74126451
F1795878520,2760183.61828320,2781430.06370110,2791016.86226770,2771608.73487600,2780955.01517750,2775438.06509670,2763420.13585050,2777245.44508880,2796505.86831770,2856428.84836500,2942092.27278350,2900705.16716650
F1753029700,1375792.80871292,1285679.17917278,1219875.72436161,780081.92817561,750756.43294750,811227.67078830,958428.33559165,1121875.95702560,1289469.27600920,1225946.75916870,1204082.56972145,1626510.21810184
H2771190140,41485.68000000,41805.01500000,41949.10500000,41657.40000000,62441.38104166,66438.01833000,66150.33495000,66481.28312000,66942.33623000,68570.31188708,75360.69498331,85759.22399515
F1784916030,549221.17352640,553448.78998220,555356.37059540,551494.54255200,553354.26485500,552256.50245340,549865.17560100,552616.13481760,556448.57269540,568372.04373000,585417.34686700,577182.14303300
D1722443130,53708.34270967,83888.73010000,84177.87070000,83592.51600000,83874.40250000,83708.00970000,83345.54550000,83762.52080000,46885.25462500,80361.78580644,109149.14462500,91564.59835483
L1723430020,553598.74248000,557860.05516500,559782.84015500,555890.23140000,557764.77662500,556658.26450500,554247.87757500,557020.76332000,560883.74765500,572902.25475000,590083.41752500,581782.57497500
A2791533910,544251.60980640,614146.32902220,468606.96534785,611717.69636361,681811.00082583,937061.28406154,1022573.37384532,1008028.78004800,1014819.66471700,1036262.10045000,1067083.03313500,1052067.79416500
